id_localizacao;id_matriculados;distrito;localidade;sede_nif;cod_universitario;estabelecimento;publico;privado;universitario;politecnico;id_inscritos
258;31109121;Lisboa;Lisboa;504551221;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
259;31109121;Lisboa;Lisboa;504857312;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
260;31109121;Lisboa;Lisboa;505107546;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
261;31109121;Lisboa;Lisboa;505116812;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
262;31109121;Lisboa;Lisboa;505128985;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
263;31109121;Lisboa;Lisboa;505205939;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
264;31109121;Lisboa;Lisboa;505377691;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
265;31109121;Lisboa;Lisboa;506204650;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
266;31109121;Lisboa;Lisboa;506360237;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
267;31109121;Lisboa;Lisboa;506396010;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
268;31109121;Lisboa;Lisboa;507117336;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
269;31109121;Lisboa;Lisboa;507246152;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
270;31109121;Lisboa;Lisboa;507431073;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
271;31109121;Lisboa;Lisboa;507969332;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
272;31109121;Lisboa;Lisboa;508069491;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
273;31109121;Lisboa;Lisboa;508123585;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
274;31109121;Lisboa;Lisboa;508202531;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
275;31109121;Lisboa;Lisboa;508453488;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
276;31109121;Lisboa;Lisboa;508823617;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
277;31109121;Lisboa;Lisboa;508966752;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
278;31109121;Lisboa;Lisboa;509364730;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
279;31109121;Lisboa;Lisboa;510070833;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
280;31109121;Lisboa;Lisboa;510303811;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
281;31109121;Lisboa;Lisboa;510722920;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
282;31109121;Lisboa;Lisboa;510830536;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
283;31109121;Lisboa;Lisboa;510852254;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
284;31109121;Lisboa;Lisboa;513063145;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
285;31109121;Lisboa;Lisboa;513418210;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
286;31109121;Lisboa;Lisboa;514139927;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
287;31109121;Lisboa;Lisboa;980540488;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
288;31109121;Lisboa;Lisboa;980595304;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
289;31109121;Lisboa;Miraflores;503882887;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
290;31109121;Lisboa;Miraflores;507678672;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
291;31109121;Lisboa;Odivelas;505187299;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
292;31109121;Lisboa;Pontinha;503670693;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
293;31109121;Lisboa;Porto Salvo;502186771;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
294;31109121;Lisboa;Porto Salvo;504727060;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
295;31109121;Lisboa;Porto Salvo;504761013;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
296;31109121;Lisboa;Porto Salvo;510480209;3110;Instituto Politécnico de Lisboa;Publico;; ;Politecnico;31109121
297;27108147;Lisboa;Amadora;501551557;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
298;27108147;Lisboa;Amadora;503222364;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
299;27108147;Lisboa;Amadora;506176142;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
300;27108147;Lisboa;Carnaxide;505350173;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
301;27108147;Lisboa;Carnaxide;510728189;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
302;27108147;Lisboa;Linhó;502479418;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
303;27108147;Lisboa;Linhó;503502537;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
304;27108147;Lisboa;Linhó;503541320;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
305;27108147;Lisboa;Lisboa;500068801;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
306;27108147;Lisboa;Lisboa;500074372;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
307;27108147;Lisboa;Lisboa;500366039;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
308;27108147;Lisboa;Lisboa;501774360;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
309;27108147;Lisboa;Lisboa;502443855;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
310;27108147;Lisboa;Lisboa;502829257;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
311;27108147;Lisboa;Lisboa;502980826;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
312;27108147;Lisboa;Lisboa;503412031;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
313;27108147;Lisboa;Lisboa;503470120;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
314;27108147;Lisboa;Lisboa;504079190;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
315;27108147;Lisboa;Lisboa;504150014;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
316;27108147;Lisboa;Lisboa;504272179;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
317;27108147;Lisboa;Lisboa;504551221;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
318;27108147;Lisboa;Lisboa;504857312;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
319;27108147;Lisboa;Lisboa;505107546;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
320;27108147;Lisboa;Lisboa;505116812;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
321;27108147;Lisboa;Lisboa;505128985;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
322;27108147;Lisboa;Lisboa;505205939;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
323;27108147;Lisboa;Lisboa;505377691;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
324;27108147;Lisboa;Lisboa;506204650;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
325;27108147;Lisboa;Lisboa;506360237;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
326;27108147;Lisboa;Lisboa;506396010;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
327;27108147;Lisboa;Lisboa;507117336;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
328;27108147;Lisboa;Lisboa;507246152;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
329;27108147;Lisboa;Lisboa;507431073;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
330;27108147;Lisboa;Lisboa;507969332;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
331;27108147;Lisboa;Lisboa;508069491;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
332;27108147;Lisboa;Lisboa;508123585;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
333;27108147;Lisboa;Lisboa;508202531;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
334;27108147;Lisboa;Lisboa;508453488;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
335;27108147;Lisboa;Lisboa;508823617;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
336;27108147;Lisboa;Lisboa;508966752;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
337;27108147;Lisboa;Lisboa;509364730;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
338;27108147;Lisboa;Lisboa;510070833;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
339;27108147;Lisboa;Lisboa;510303811;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
340;27108147;Lisboa;Lisboa;510722920;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
341;27108147;Lisboa;Lisboa;510830536;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
342;27108147;Lisboa;Lisboa;510852254;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
343;27108147;Lisboa;Lisboa;513063145;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
344;27108147;Lisboa;Lisboa;513418210;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
345;27108147;Lisboa;Lisboa;514139927;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
346;27108147;Lisboa;Lisboa;980540488;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
347;27108147;Lisboa;Lisboa;980595304;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
348;27108147;Lisboa;Miraflores;503882887;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
349;27108147;Lisboa;Miraflores;507678672;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
350;27108147;Lisboa;Odivelas;505187299;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
351;27108147;Lisboa;Pontinha;503670693;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
352;27108147;Lisboa;Porto Salvo;502186771;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
353;27108147;Lisboa;Porto Salvo;504727060;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
354;27108147;Lisboa;Porto Salvo;504761013;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;;27108147
355;27108147;Lisboa;Porto Salvo;510480209;2710;Atlântica - Escola Universitária de Ciências Empresariais, Saúde, Tecnologias e Engenharia; ;Privado;Universitario;28009119;27108147
356;28009186;Lisboa;Amadora;501551557;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
357;28009186;Lisboa;Amadora;503222364;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
358;28009186;Lisboa;Amadora;506176142;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
359;28009186;Lisboa;Carnaxide;505350173;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
360;28009186;Lisboa;Carnaxide;510728189;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
361;28009186;Lisboa;Linhó;502479418;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
362;28009186;Lisboa;Linhó;503502537;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
363;28009186;Lisboa;Linhó;503541320;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
364;28009186;Lisboa;Lisboa;500068801;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
365;28009186;Lisboa;Lisboa;500074372;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
366;28009186;Lisboa;Lisboa;500366039;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
367;28009186;Lisboa;Lisboa;501774360;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
368;28009186;Lisboa;Lisboa;502443855;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
369;28009186;Lisboa;Lisboa;502829257;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
370;28009186;Lisboa;Lisboa;502980826;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
371;28009186;Lisboa;Lisboa;503412031;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
372;28009186;Lisboa;Lisboa;503470120;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
373;28009186;Lisboa;Lisboa;504079190;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
374;28009186;Lisboa;Lisboa;504150014;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
375;28009186;Lisboa;Lisboa;504272179;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
376;28009186;Lisboa;Lisboa;504551221;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
377;28009186;Lisboa;Lisboa;504857312;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
378;28009186;Lisboa;Lisboa;505107546;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
379;28009186;Lisboa;Lisboa;505116812;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
380;28009186;Lisboa;Lisboa;505128985;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
381;28009186;Lisboa;Lisboa;505205939;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
382;28009186;Lisboa;Lisboa;505377691;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
383;28009186;Lisboa;Lisboa;506204650;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
384;28009186;Lisboa;Lisboa;506360237;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
385;28009186;Lisboa;Lisboa;506396010;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
386;28009186;Lisboa;Lisboa;507117336;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
387;28009186;Lisboa;Lisboa;507246152;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
388;28009186;Lisboa;Lisboa;507431073;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
389;28009186;Lisboa;Lisboa;507969332;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
390;28009186;Lisboa;Lisboa;508069491;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
391;28009186;Lisboa;Lisboa;508123585;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
392;28009186;Lisboa;Lisboa;508202531;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
393;28009186;Lisboa;Lisboa;508453488;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
394;28009186;Lisboa;Lisboa;508823617;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
395;28009186;Lisboa;Lisboa;508966752;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
396;28009186;Lisboa;Lisboa;509364730;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
397;28009186;Lisboa;Lisboa;510070833;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
398;28009186;Lisboa;Lisboa;510303811;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
399;28009186;Lisboa;Lisboa;510722920;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
400;28009186;Lisboa;Lisboa;510830536;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
401;28009186;Lisboa;Lisboa;510852254;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
402;28009186;Lisboa;Lisboa;513063145;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
403;28009186;Lisboa;Lisboa;513418210;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
404;28009186;Lisboa;Lisboa;514139927;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
405;28009186;Lisboa;Lisboa;980540488;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
406;28009186;Lisboa;Lisboa;980595304;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
407;28009186;Lisboa;Miraflores;503882887;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
408;28009186;Lisboa;Miraflores;507678672;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
409;28009186;Lisboa;Odivelas;505187299;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
410;28009186;Lisboa;Pontinha;503670693;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
411;28009186;Lisboa;Porto Salvo;502186771;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
412;28009186;Lisboa;Porto Salvo;504727060;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
413;28009186;Lisboa;Porto Salvo;504761013;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
414;28009186;Lisboa;Porto Salvo;510480209;2800;Universidade Lusófona de Humanidades e Tecnologias; ;Privado;Universitario;;28009186
415;14009119;Lisboa;Amadora;501551557;1400;Universidade Aberta;Publico;;Universitario;;14009119
416;14009119;Lisboa;Amadora;503222364;1400;Universidade Aberta;Publico;;Universitario;;14009119
417;14009119;Lisboa;Amadora;506176142;1400;Universidade Aberta;Publico;;Universitario;;14009119
418;14009119;Lisboa;Carnaxide;505350173;1400;Universidade Aberta;Publico;;Universitario;;14009119
419;14009119;Lisboa;Carnaxide;510728189;1400;Universidade Aberta;Publico;;Universitario;;14009119
420;14009119;Lisboa;Linhó;502479418;1400;Universidade Aberta;Publico;;Universitario;;14009119
421;14009119;Lisboa;Linhó;503502537;1400;Universidade Aberta;Publico;;Universitario;;14009119
422;14009119;Lisboa;Linhó;503541320;1400;Universidade Aberta;Publico;;Universitario;;14009119
423;14009119;Lisboa;Lisboa;500068801;1400;Universidade Aberta;Publico;;Universitario;;14009119
424;14009119;Lisboa;Lisboa;500074372;1400;Universidade Aberta;Publico;;Universitario;;14009119
425;14009119;Lisboa;Lisboa;500366039;1400;Universidade Aberta;Publico;;Universitario;;14009119
426;14009119;Lisboa;Lisboa;501774360;1400;Universidade Aberta;Publico;;Universitario;;14009119
427;14009119;Lisboa;Lisboa;502443855;1400;Universidade Aberta;Publico;;Universitario;;14009119
428;14009119;Lisboa;Lisboa;502829257;1400;Universidade Aberta;Publico;;Universitario;;14009119
429;14009119;Lisboa;Lisboa;502980826;1400;Universidade Aberta;Publico;;Universitario;;14009119
430;14009119;Lisboa;Lisboa;503412031;1400;Universidade Aberta;Publico;;Universitario;;14009119
431;14009119;Lisboa;Lisboa;503470120;1400;Universidade Aberta;Publico;;Universitario;;14009119
432;14009119;Lisboa;Lisboa;504079190;1400;Universidade Aberta;Publico;;Universitario;;14009119
433;14009119;Lisboa;Lisboa;504150014;1400;Universidade Aberta;Publico;;Universitario;;14009119
434;14009119;Lisboa;Lisboa;504272179;1400;Universidade Aberta;Publico;;Universitario;;14009119
435;14009119;Lisboa;Lisboa;504551221;1400;Universidade Aberta;Publico;;Universitario;;14009119
436;14009119;Lisboa;Lisboa;504857312;1400;Universidade Aberta;Publico;;Universitario;;14009119
437;14009119;Lisboa;Lisboa;505107546;1400;Universidade Aberta;Publico;;Universitario;;14009119
438;14009119;Lisboa;Lisboa;505116812;1400;Universidade Aberta;Publico;;Universitario;;14009119
439;14009119;Lisboa;Lisboa;505128985;1400;Universidade Aberta;Publico;;Universitario;;14009119
440;14009119;Lisboa;Lisboa;505205939;1400;Universidade Aberta;Publico;;Universitario;;14009119
441;14009119;Lisboa;Lisboa;505377691;1400;Universidade Aberta;Publico;;Universitario;;14009119
442;14009119;Lisboa;Lisboa;506204650;1400;Universidade Aberta;Publico;;Universitario;;14009119
443;14009119;Lisboa;Lisboa;506360237;1400;Universidade Aberta;Publico;;Universitario;;14009119
444;14009119;Lisboa;Lisboa;506396010;1400;Universidade Aberta;Publico;;Universitario;;14009119
445;14009119;Lisboa;Lisboa;507117336;1400;Universidade Aberta;Publico;;Universitario;;14009119
446;14009119;Lisboa;Lisboa;507246152;1400;Universidade Aberta;Publico;;Universitario;;14009119
447;14009119;Lisboa;Lisboa;507431073;1400;Universidade Aberta;Publico;;Universitario;;14009119
448;14009119;Lisboa;Lisboa;507969332;1400;Universidade Aberta;Publico;;Universitario;;14009119
449;14009119;Lisboa;Lisboa;508069491;1400;Universidade Aberta;Publico;;Universitario;;14009119
450;14009119;Lisboa;Lisboa;508123585;1400;Universidade Aberta;Publico;;Universitario;;14009119
451;14009119;Lisboa;Lisboa;508202531;1400;Universidade Aberta;Publico;;Universitario;;14009119
452;14009119;Lisboa;Lisboa;508453488;1400;Universidade Aberta;Publico;;Universitario;;14009119
453;14009119;Lisboa;Lisboa;508823617;1400;Universidade Aberta;Publico;;Universitario;;14009119
454;14009119;Lisboa;Lisboa;508966752;1400;Universidade Aberta;Publico;;Universitario;;14009119
455;14009119;Lisboa;Lisboa;509364730;1400;Universidade Aberta;Publico;;Universitario;;14009119
456;14009119;Lisboa;Lisboa;510070833;1400;Universidade Aberta;Publico;;Universitario;;14009119
457;14009119;Lisboa;Lisboa;510303811;1400;Universidade Aberta;Publico;;Universitario;;14009119
458;14009119;Lisboa;Lisboa;510722920;1400;Universidade Aberta;Publico;;Universitario;;14009119
459;14009119;Lisboa;Lisboa;510830536;1400;Universidade Aberta;Publico;;Universitario;;14009119
460;14009119;Lisboa;Lisboa;510852254;1400;Universidade Aberta;Publico;;Universitario;;14009119
461;14009119;Lisboa;Lisboa;513063145;1400;Universidade Aberta;Publico;;Universitario;;14009119
462;14009119;Lisboa;Lisboa;513418210;1400;Universidade Aberta;Publico;;Universitario;;14009119
463;14009119;Lisboa;Lisboa;514139927;1400;Universidade Aberta;Publico;;Universitario;;14009119
464;14009119;Lisboa;Lisboa;980540488;1400;Universidade Aberta;Publico;;Universitario;;14009119
465;14009119;Lisboa;Lisboa;980595304;1400;Universidade Aberta;Publico;;Universitario;;14009119
466;14009119;Lisboa;Miraflores;503882887;1400;Universidade Aberta;Publico;;Universitario;;14009119
467;14009119;Lisboa;Miraflores;507678672;1400;Universidade Aberta;Publico;;Universitario;;14009119
468;14009119;Lisboa;Odivelas;505187299;1400;Universidade Aberta;Publico;;Universitario;;14009119
469;14009119;Lisboa;Pontinha;503670693;1400;Universidade Aberta;Publico;;Universitario;;14009119
470;14009119;Lisboa;Porto Salvo;502186771;1400;Universidade Aberta;Publico;;Universitario;;14009119
471;14009119;Lisboa;Porto Salvo;504727060;1400;Universidade Aberta;Publico;;Universitario;;14009119
472;14009119;Lisboa;Porto Salvo;504761013;1400;Universidade Aberta;Publico;;Universitario;;14009119
473;14009119;Lisboa;Porto Salvo;510480209;1400;Universidade Aberta;Publico;;Universitario;;14009119
474;21009119;Lisboa;Amadora;501551557;2100;Universidade Autónoma de Lisboa Luís de Camões; ;Privado;Universitario;;21009119
